MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2010 to Jul 2026


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
,,28,29 May 2012,0.0628,0.0454
,,29,30 May 2012,0.0628,0.0454
,,30,31 May 2012,0.0622,0.0454
,,31,01 Jun 2012,0.0612,0.0454
,Jun,01,04 Jun 2012,0.0561,0.0446
,,04,05 Jun 2012,0.0516,0.0442
,,05,06 Jun 2012,0.0481,0.0442
,,06,07 Jun 2012,0.0450,0.0446
,,07,08 Jun 2012,0.0434,0.0448
,,08,11 Jun 2012,0.0459,0.0459
,,11,12 Jun 2012,0.0459,0.0460
,,12,13 Jun 2012,0.0456,0.0462
,,13,14 Jun 2012,0.0464,0.0465
,,14,15 Jun 2012,0.0461,0.0467
,,15,18 Jun 2012,0.0476,0.0467
,,18,19 Jun 2012,0.0473,0.0464
,,19,20 Jun 2012,0.0483,0.0462
,,20,21 Jun 2012,0.0501,0.0467
,,21,22 Jun 2012,0.0511,0.0468
,,22,25 Jun 2012,0.0529,0.0479
,,25,26 Jun 2012,0.0526,0.0481
,,26,27 Jun 2012,0.0519,0.0481
,,27,28 Jun 2012,0.0518,0.0482
,,28,29 Jun 2012,0.0516,0.0479
,,29,02 Jul 2012,0.0527,0.0484
,Jul,02,03 Jul 2012,0.0526,0.0483
,,03,04 Jul 2012,0.0522,0.0483
,,04,05 Jul 2012,0.0521,0.0483
,,05,06 Jul 2012,0.0508,0.0482
,,06,09 Jul 2012,0.0494,0.0492
,,09,10 Jul 2012,0.0480,0.0491
,,10,11 Jul 2012,0.0468,0.0492
,,11,12 Jul 2012,0.0466,0.0494
,,12,13 Jul 2012,0.0461,0.0494
,,13,16 Jul 2012,0.0436,0.0496
,,16,17 Jul 2012,0.0426,0.0497
,,17,18 Jul 2012,0.0419,0.0499
,,18,19 Jul 2012,0.0419,0.0499
,,19,20 Jul 2012,0.0416,0.0503
,,20,23 Jul 2012,0.0403,0.0516
,,23,24 Jul 2012,0.0401,0.0518
,,24,25 Jul 2012,0.0417,0.0527
,,25,26 Jul 2012,0.0434,0.0531
,,26,27 Jul 2012,0.0453,0.0535
,,27,30 Jul 2012,0.0538,0.0560
,,30,31 Jul 2012,0.0566,0.0570
,,31,01 Aug 2012,0.0597,0.0577
,Aug,01,02 Aug 2012,0.0608,0.0578
,,02,03 Aug 2012,0.0611,0.0573
,,03,06 Aug 2012,0.0634,0.0541
,,06,07 Aug 2012,0.0635,0.0529
,,07,08 Aug 2012,0.0636,0.0523
,,08,10 Aug 2012,0.0670,0.0533
,,10,13 Aug 2012,0.0705,0.0542
,,13,14 Aug 2012,0.0720,0.0546
,,14,15 Aug 2012,0.0735,0.0548
,,15,16 Aug 2012,0.0771,0.0558
,,16,17 Aug 2012,0.0796,0.0565
,,17,21 Aug 2012,0.0813,0.0574
,,21,22 Aug 2012,0.0821,0.0580
,,22,23 Aug 2012,0.0822,0.0583
,,23,24 Aug 2012,0.0838,0.0590
,,24,27 Aug 2012,0.0840,0.0606
,,27,28 Aug 2012,0.0822,0.0608
,,28,29 Aug 2012,0.0792,0.0608
,,29,30 Aug 2012,0.0766,0.0608
,,30,31 Aug 2012,0.0737,0.0609
,,31,03 Sep 2012,0.0736,0.0625
,Sep,03,04 Sep 2012,0.0739,0.0628
,,04,05 Sep 2012,0.0746,0.0632
,,05,06 Sep 2012,0.0749,0.0632
,,06,07 Sep 2012,0.0747,0.0629
,,07,10 Sep 2012,0.0726,0.0627
,,10,11 Sep 2012,0.0727,0.0628
,,11,12 Sep 2012,0.0727,0.0630
,,12,13 Sep 2012,0.0728,0.0633
,,13,14 Sep 2012,0.0714,0.0630
,,14,17 Sep 2012,0.0661,0.0630
,,17,18 Sep 2012,0.0660,0.0630
,,18,19 Sep 2012,0.0654,0.0631
,,19,20 Sep 2012,0.0652,0.0628
,,20,21 Sep 2012,0.0649,0.0624
,,21,24 Sep 2012,0.0628,0.0625
,,24,25 Sep 2012,0.0633,0.0631
,,25,26 Sep 2012,0.0660,0.0646
,,26,27 Sep 2012,0.0687,0.0662
,,27,28 Sep 2012,0.0752,0.0687
,,28,01 Oct 2012,0.0999,0.0769
,Oct,01,02 Oct 2012,0.1041,0.0787
,,02,03 Oct 2012,0.1039,0.0793
,,03,04 Oct 2012,0.1028,0.0793
,,04,05 Oct 2012,0.1014,0.0793
,,05,08 Oct 2012,0.0978,0.0785
,,08,09 Oct 2012,0.0970,0.0783
,,09,10 Oct 2012,0.0960,0.0784
,,10,11 Oct 2012,0.0948,0.0784
,,11,12 Oct 2012,0.0936,0.0783
,,12,15 Oct 2012,0.0909,0.0782
,,15,16 Oct 2012,0.0899,0.0781
,,16,17 Oct 2012,0.0895,0.0783
,,17,18 Oct 2012,0.0899,0.0786
,,18,19 Oct 2012,0.0902,0.0788
,,19,22 Oct 2012,0.0877,0.0779
,,22,23 Oct 2012,0.0878,0.0779
,,23,24 Oct 2012,0.0888,0.0783
,,24,25 Oct 2012,0.0896,0.0787
,,25,29 Oct 2012,0.0821,0.0817
,,29,30 Oct 2012,0.0754,0.0813
,,30,31 Oct 2012,0.0745,0.0803
,,31,01 Nov 2012,0.0671,0.0794
,Nov,01,02 Nov 2012,0.0609,0.0787
,,02,05 Nov 2012,0.0630,0.0794
,,05,06 Nov 2012,0.0638,0.0794
,,06,07 Nov 2012,0.0642,0.0791
,,07,08 Nov 2012,0.0644,0.0788
,,08,09 Nov 2012,0.0643,0.0781
,,09,12 Nov 2012,0.0655,0.0771
,,12,14 Nov 2012,0.0657,0.0762
,,14,15 Nov 2012,0.0679,0.0763
,,15,16 Nov 2012,0.0727,0.0766
,,16,19 Nov 2012,0.0799,0.0784
,,19,20 Nov 2012,0.0803,0.0782
,,20,21 Nov 2012,0.0806,0.0779
,,21,22 Nov 2012,0.0805,0.0773
,,22,23 Nov 2012,0.0794,0.0770
,,23,26 Nov 2012,0.0697,0.0749
,,26,27 Nov 2012,0.0657,0.0744
,,27,28 Nov 2012,0.0618,0.0743
,,28,29 Nov 2012,0.0578,0.0744
,,29,30 Nov 2012,0.0567,0.0746
,,30,03 Dec 2012,0.0617,0.0751
,Dec,03,04 Dec 2012,0.0627,0.0756
,,04,05 Dec 2012,0.0645,0.0762
,,05,06 Dec 2012,0.0649,0.0761
,,06,07 Dec 2012,0.0650,0.0760
,,07,10 Dec 2012,0.0644,0.0750
,,10,11 Dec 2012,0.0638,0.0745
,,11,12 Dec 2012,0.0631,0.0740
,,12,13 Dec 2012,0.0630,0.0735
,,13,14 Dec 2012,0.0630,0.0734
,,14,17 Dec 2012,0.0539,0.0730
,,17,18 Dec 2012,0.0532,0.0736
,,18,19 Dec 2012,0.0513,0.0739
,,19,20 Dec 2012,0.0517,0.0739
,,20,21 Dec 2012,0.0510,0.0735
,,21,24 Dec 2012,0.0517,0.0727
,,24,26 Dec 2012,0.0532,0.0708
,,26,27 Dec 2012,0.0552,0.0700
,,27,28 Dec 2012,0.0567,0.0682
,,28,31 Dec 2012,0.0574,0.0631
,,31,02 Jan 2013,0.0536,0.0583


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
2013,Jan,02,03 Jan 2013,0.0510,0.0576
,,03,04 Jan 2013,0.0485,0.0576
,,04,07 Jan 2013,0.0442,0.0577
,,07,08 Jan 2013,0.0444,0.0579
,,08,09 Jan 2013,0.0446,0.0579
,,09,10 Jan 2013,0.0445,0.0578
,,10,11 Jan 2013,0.0444,0.0577
,,11,14 Jan 2013,0.0441,0.0575
,,14,15 Jan 2013,0.0434,0.0575
,,15,16 Jan 2013,0.0429,0.0575
,,16,17 Jan 2013,0.0423,0.0572
,,17,18 Jan 2013,0.0396,0.0568
,,18,21 Jan 2013,0.0397,0.0572
,,21,22 Jan 2013,0.0404,0.0575
,,22,23 Jan 2013,0.0412,0.0574
,,23,24 Jan 2013,0.0434,0.0576
,,24,25 Jan 2013,0.0436,0.0568
,,25,28 Jan 2013,0.0387,0.0523
,,28,29 Jan 2013,0.0380,0.0509
,,29,30 Jan 2013,0.0376,0.0505
,,30,31 Jan 2013,0.0372,0.0505
,,31,01 Feb 2013,0.0383,0.0505
,Feb,01,04 Feb 2013,0.0415,0.0508
,,04,05 Feb 2013,0.0431,0.0509
,,05,06 Feb 2013,0.0432,0.0507
,,06,07 Feb 2013,0.0432,0.0507
,,07,08 Feb 2013,0.0433,0.0507
,,08,13 Feb 2013,0.0517,0.0529
,,13,14 Feb 2013,0.0535,0.0534
,,14,15 Feb 2013,0.0558,0.0534
,,15,18 Feb 2013,0.0628,0.0518
,,18,19 Feb 2013,0.0625,0.0509
,,19,20 Feb 2013,0.0621,0.0508
,,20,21 Feb 2013,0.0611,0.0506
,,21,22 Feb 2013,0.0605,0.0507
,,22,25 Feb 2013,0.0572,0.0511
,,25,26 Feb 2013,0.0570,0.0511
,,26,27 Feb 2013,0.0571,0.0509
,,27,28 Feb 2013,0.0577,0.0510
,,28,01 Mar 2013,0.0585,0.0505
,Mar,01,04 Mar 2013,0.0592,0.0494
,,04,05 Mar 2013,0.0585,0.0487
,,05,06 Mar 2013,0.0590,0.0486
,,06,07 Mar 2013,0.0600,0.0488
,,07,08 Mar 2013,0.0597,0.0488
,,08,11 Mar 2013,0.0545,0.0489
,,11,12 Mar 2013,0.0531,0.0491
,,12,13 Mar 2013,0.0516,0.0491
,,13,14 Mar 2013,0.0495,0.0490
,,14,15 Mar 2013,0.0469,0.0488
,,15,18 Mar 2013,0.0405,0.0479
,,18,19 Mar 2013,0.0404,0.0475
,,19,20 Mar 2013,0.0421,0.0478
,,20,21 Mar 2013,0.0449,0.0487
,,21,22 Mar 2013,0.0457,0.0490
,,22,25 Mar 2013,0.0531,0.0513
,,25,26 Mar 2013,0.0536,0.0511
,,26,27 Mar 2013,0.0533,0.0503
,,27,28 Mar 2013,0.0520,0.0494
,,28,01 Apr 2013,0.0492,0.0483
,Apr,01,02 Apr 2013,0.0478,0.0481
,,02,03 Apr 2013,0.0467,0.0483
,,03,04 Apr 2013,0.0452,0.0483
,,04,05 Apr 2013,0.0443,0.0483
,,05,08 Apr 2013,0.0434,0.0484
,,08,09 Apr 2013,0.0432,0.0483
,,09,10 Apr 2013,0.0433,0.0485
,,10,11 Apr 2013,0.0444,0.0489
,,11,12 Apr 2013,0.0448,0.0492
,,12,15 Apr 2013,0.0462,0.0497
,,15,16 Apr 2013,0.0458,0.0497
,,16,17 Apr 2013,0.0456,0.0498
,,17,18 Apr 2013,0.0464,0.0502
,,18,19 Apr 2013,0.0465,0.0501
,,19,22 Apr 2013,0.0421,0.0496
,,22,23 Apr 2013,0.0395,0.0492
,,23,24 Apr 2013,0.0368,0.0484
,,24,25 Apr 2013,0.0343,0.0481
,,25,26 Apr 2013,0.0341,0.0481
,,26,29 Apr 2013,0.0361,0.0484
,,29,30 Apr 2013,0.0375,0.0487
,,30,02 May 2013,0.0425,0.0494
,May,02,03 May 2013,0.0441,0.0497
,,03,06 May 2013,0.0505,0.0509
,,06,07 May 2013,0.0521,0.0515
,,07,08 May 2013,0.0523,0.0515
,,08,09 May 2013,0.0528,0.0511
,,09,10 May 2013,0.0529,0.0506
,,10,13 May 2013,0.0503,0.0489
,,13,14 May 2013,0.0500,0.0483
,,14,15 May 2013,0.0495,0.0475
,,15,16 May 2013,0.0495,0.0467
,,16,17 May 2013,0.0496,0.0460
,,17,20 May 2013,0.0505,0.0459
,,20,21 May 2013,0.0516,0.0465
,,21,22 May 2013,0.0537,0.0471
,,22,23 May 2013,0.0559,0.0478
,,23,27 May 2013,0.0691,0.0521
,,27,28 May 2013,0.0698,0.0523
,,28,29 May 2013,0.0701,0.0523
,,29,30 May 2013,0.0695,0.0524
,,30,31 May 2013,0.0697,0.0527
,,31,03 Jun 2013,0.0658,0.0523
,Jun,03,04 Jun 2013,0.0640,0.0519
,,04,05 Jun 2013,0.0625,0.0518
,,05,06 Jun 2013,0.0610,0.0518
,,06,07 Jun 2013,0.0592,0.0515
,,07,10 Jun 2013,0.0575,0.0512
,,10,11 Jun 2013,0.0573,0.0511
,,11,12 Jun 2013,0.0574,0.0510
,,12,13 Jun 2013,0.0575,0.0510
,,13,14 Jun 2013,0.0578,0.0511
,,14,17 Jun 2013,0.0579,0.0510
,,17,18 Jun 2013,0.0570,0.0509
,,18,19 Jun 2013,0.0562,0.0508
,,19,20 Jun 2013,0.0557,0.0504
,,20,21 Jun 2013,0.0552,0.0499
,,21,24 Jun 2013,0.0506,0.0489
,,24,25 Jun 2013,0.0482,0.0483
,,25,26 Jun 2013,0.0454,0.0484
,,26,27 Jun 2013,0.0426,0.0486
,,27,28 Jun 2013,0.0421,0.0489
,,28,01 Jul 2013,0.0401,0.0496
,Jul,01,02 Jul 2013,0.0404,0.0500
,,02,03 Jul 2013,0.0408,0.0504
,,03,04 Jul 2013,0.0420,0.0509
,,04,05 Jul 2013,0.0428,0.0514
,,05,08 Jul 2013,0.0436,0.0516
,,08,09 Jul 2013,0.0438,0.0516
,,09,10 Jul 2013,0.0444,0.0517
,,10,11 Jul 2013,0.0445,0.0512
,,11,12 Jul 2013,0.0447,0.0511
,,12,15 Jul 2013,0.0461,0.0512
,,15,16 Jul 2013,0.0462,0.0513
,,16,17 Jul 2013,0.0466,0.0514
,,17,18 Jul 2013,0.0464,0.0510
,,18,19 Jul 2013,0.0466,0.0509
,,19,22 Jul 2013,0.0456,0.0511
,,22,23 Jul 2013,0.0447,0.0512
,,23,24 Jul 2013,0.0440,0.0514
,,24,25 Jul 2013,0.0444,0.0518
,,25,26 Jul 2013,0.0442,0.0519
,,26,29 Jul 2013,0.0435,0.0517
,,29,30 Jul 2013,0.0444,0.0517
,,30,31 Jul 2013,0.0447,0.0517
,,31,01 Aug 2013,0.0449,0.0512
,Aug,01,02 Aug 2013,0.0438,0.0504
,,02,05 Aug 2013,0.0403,0.0486
,,05,06 Aug 2013,0.0401,0.0479
,,06,07 Aug 2013,0.0406,0.0477
,,07,12 Aug 2013,0.0437,0.0487
,,12,13 Aug 2013,0.0439,0.0490
,,13,14 Aug 2013,0.0433,0.0489
,,14,15 Aug 2013,0.0430,0.0490
,,15,16 Aug 2013,0.0434,0.0493
,,16,19 Aug 2013,0.0440,0.0490
,,19,20 Aug 2013,0.0436,0.0487
,,20,21 Aug 2013,0.0433,0.0483
,,21,22 Aug 2013,0.0443,0.0480
,,22,23 Aug 2013,0.0452,0.0477
,,23,26 Aug 2013,0.0464,0.0454
,,26,27 Aug 2013,0.0464,0.0443
,,27,28 Aug 2013,0.0462,0.0440
,,28,29 Aug 2013,0.0466,0.0440
,,29,30 Aug 2013,0.0456,0.0438
,,30,02 Sep 2013,0.0442,0.0428
,Sep,02,03 Sep 2013,0.0444,0.0427
,,03,04 Sep 2013,0.0446,0.0427
,,04,05 Sep 2013,0.0451,0.0427
,,05,06 Sep 2013,0.0448,0.0425
,,06,09 Sep 2013,0.0416,0.0424
,,09,10 Sep 2013,0.0411,0.0426
,,10,11 Sep 2013,0.0404,0.0427
,,11,12 Sep 2013,0.0400,0.0428
,,12,13 Sep 2013,0.0392,0.0428
,,13,16 Sep 2013,0.0397,0.0431
,,16,17 Sep 2013,0.0391,0.0430
,,17,18 Sep 2013,0.0389,0.0431
,,18,19 Sep 2013,0.0385,0.0430
,,19,20 Sep 2013,0.0385,0.0429
,,20,23 Sep 2013,0.0353,0.0417
,,23,24 Sep 2013,0.0341,0.0413
,,24,25 Sep 2013,0.0326,0.0408
,,25,26 Sep 2013,0.0312,0.0406
,,26,27 Sep 2013,0.0307,0.0403
,,27,30 Sep 2013,0.0285,0.0395
,,30,01 Oct 2013,0.0292,0.0395
,Oct,01,02 Oct 2013,0.0289,0.0391
,,02,03 Oct 2013,0.0295,0.0390
,,03,04 Oct 2013,0.0311,0.0391
,,04,07 Oct 2013,0.0406,0.0416
,,07,08 Oct 2013,0.0449,0.0429
,,08,09 Oct 2013,0.0471,0.0435
,,09,10 Oct 2013,0.0487,0.0440
,,10,11 Oct 2013,0.0519,0.0451
,,11,14 Oct 2013,0.0612,0.0479
,,14,16 Oct 2013,0.0713,0.0512
,,16,17 Oct 2013,0.0725,0.0515
,,17,18 Oct 2013,0.0737,0.0520
,,18,21 Oct 2013,0.0781,0.0529
,,21,22 Oct 2013,0.0781,0.0527
,,22,23 Oct 2013,0.0783,0.0527
,,23,24 Oct 2013,0.0783,0.0525
,,24,25 Oct 2013,0.0787,0.0520
,,25,28 Oct 2013,0.0793,0.0516
,,28,29 Oct 2013,0.0801,0.0517
,,29,30 Oct 2013,0.0810,0.0514
,,30,31 Oct 2013,0.0796,0.0512
,,31,01 Nov 2013,0.0789,0.0510
,Nov,01,04 Nov 2013,0.0765,0.0510
,,04,05 Nov 2013,0.0738,0.0511
,,05,06 Nov 2013,0.0707,0.0510
,,06,07 Nov 2013,0.0673,0.0506
,,07,08 Nov 2013,0.0633,0.0503
,,08,11 Nov 2013,0.0583,0.0502
,,11,12 Nov 2013,0.0565,0.0504
,,12,13 Nov 2013,0.0585,0.0519
,,13,14 Nov 2013,0.0669,0.0559
,,14,15 Nov 2013,0.0640,0.0566
,,15,18 Nov 2013,0.0572,0.0564
,,18,19 Nov 2013,0.0576,0.0569
,,19,20 Nov 2013,0.0588,0.0578
,,20,21 Nov 2013,0.0596,0.0584
,,21,22 Nov 2013,0.0597,0.0579
,,22,25 Nov 2013,0.0606,0.0571
,,25,26 Nov 2013,0.0610,0.0568
,,26,27 Nov 2013,0.0614,0.0568
,,27,28 Nov 2013,0.0610,0.0566
,,28,29 Nov 2013,0.0605,0.0564
,,29,02 Dec 2013,0.0623,0.0570
,Dec,02,03 Dec 2013,0.0624,0.0570
,,03,04 Dec 2013,0.0639,0.0574
,,04,05 Dec 2013,0.0660,0.0580
,,05,06 Dec 2013,0.0675,0.0585
,,06,09 Dec 2013,0.0684,0.0592
,,09,10 Dec 2013,0.0680,0.0592
,,10,11 Dec 2013,0.0674,0.0592
,,11,12 Dec 2013,0.0664,0.0592
,,12,13 Dec 2013,0.0607,0.0592
,,13,16 Dec 2013,0.0463,0.0589
,,16,17 Dec 2013,0.0462,0.0590
,,17,18 Dec 2013,0.0462,0.0590
,,18,19 Dec 2013,0.0451,0.0593
,,19,20 Dec 2013,0.0431,0.0595
,,20,23 Dec 2013,0.0455,0.0613
,,23,24 Dec 2013,0.0475,0.0620
,,24,26 Dec 2013,0.0511,0.0636
,,26,27 Dec 2013,0.0505,0.0637
,,27,30 Dec 2013,0.0505,0.0639
,,30,31 Dec 2013,0.0495,0.0635
,,31,02 Jan 2014,0.0510,0.0642


SORA Value Date,,,SORA Publication Date,Compound SORA - 1 month,Compound SORA - 3 month
2014,Jan,02,03 Jan 2014,0.0514,0.0640
,,03,06 Jan 2014,0.0461,0.0613
,,06,07 Jan 2014,0.0460,0.0604
,,07,08 Jan 2014,0.0459,0.0592
,,08,09 Jan 2014,0.0460,0.0587
,,09,10 Jan 2014,0.0459,0.0581
,,10,13 Jan 2014,0.0469,0.0553
,,13,14 Jan 2014,0.0476,0.0545
,,14,15 Jan 2014,0.0478,0.0528
,,15,16 Jan 2014,0.0480,0.0512
,,16,17 Jan 2014,0.0481,0.0509
,,17,20 Jan 2014,0.0480,0.0501
,,20,21 Jan 2014,0.0470,0.0498
,,21,22 Jan 2014,0.0460,0.0500
,,22,23 Jan 2014,0.0451,0.0503
,,23,24 Jan 2014,0.0435,0.0505
,,24,27 Jan 2014,0.0420,0.0513
,,27,28 Jan 2014,0.0426,0.0516
,,28,29 Jan 2014,0.0436,0.0517
,,29,30 Jan 2014,0.0445,0.0518
,,30,03 Feb 2014,0.0438,0.0524
,Feb,03,04 Feb 2014,0.0449,0.0528
,,04,05 Feb 2014,0.0446,0.0526
,,05,06 Feb 2014,0.0446,0.0525
,,06,07 Feb 2014,0.0438,0.0525
,,07,10 Feb 2014,0.0441,0.0525
,,10,11 Feb 2014,0.0439,0.0524
,,11,12 Feb 2014,0.0435,0.0519
,,12,13 Feb 2014,0.0432,0.0502
,,13,14 Feb 2014,0.0426,0.0463
,,14,17 Feb 2014,0.0430,0.0458
,,17,18 Feb 2014,0.0430,0.0458
,,18,19 Feb 2014,0.0432,0.0455
,,19,20 Feb 2014,0.0436,0.0449
,,20,21 Feb 2014,0.0431,0.0443
,,21,24 Feb 2014,0.0414,0.0441
,,24,25 Feb 2014,0.0403,0.0439
,,25,26 Feb 2014,0.0392,0.0437
,,26,27 Feb 2014,0.0385,0.0436
,,27,28 Feb 2014,0.0397,0.0444
,,28,03 Mar 2014,0.0489,0.0480
,Mar,03,04 Mar 2014,0.0499,0.0481
,,04,05 Mar 2014,0.0518,0.0479
,,05,06 Mar 2014,0.0533,0.0478
,,06,07 Mar 2014,0.0545,0.0479
,,07,10 Mar 2014,0.0551,0.0481
,,10,11 Mar 2014,0.0556,0.0484
,,11,12 Mar 2014,0.0575,0.0488
,,12,13 Mar 2014,0.0593,0.0495
,,13,14 Mar 2014,0.0610,0.0500
,,14,17 Mar 2014,0.0616,0.0505
,,17,18 Mar 2014,0.0618,0.0507
,,18,19 Mar 2014,0.0625,0.0509
,,19,20 Mar 2014,0.0628,0.0511
,,20,21 Mar 2014,0.0633,0.0508
,,21,24 Mar 2014,0.0658,0.0497
,,24,25 Mar 2014,0.0672,0.0494
,,25,26 Mar 2014,0.0693,0.0492
,,26,27 Mar 2014,0.0709,0.0498
,,27,28 Mar 2014,0.0712,0.0505
,,28,31 Mar 2014,0.0828,0.0560
,,31,01 Apr 2014,0.0849,0.0575
,Apr,01,02 Apr 2014,0.0826,0.0576
,,02,03 Apr 2014,0.0800,0.0579
,,03,04 Apr 2014,0.0785,0.0580
,,04,07 Apr 2014,0.0768,0.0585
,,07,08 Apr 2014,0.0764,0.0584
,,08,09 Apr 2014,0.0761,0.0584
,,09,10 Apr 2014,0.0754,0.0583
,,10,11 Apr 2014,0.0750,0.0583
,,11,14 Apr 2014,0.0724,0.0586
,,14,15 Apr 2014,0.0721,0.0585
,,15,16 Apr 2014,0.0723,0.0587
,,16,17 Apr 2014,0.0730,0.0591
,,17,21 Apr 2014,0.0742,0.0601
,,21,22 Apr 2014,0.0747,0.0604
,,22,23 Apr 2014,0.0753,0.0606
,,23,24 Apr 2014,0.0765,0.0611
,,24,25 Apr 2014,0.0775,0.0615
,,25,28 Apr 2014,0.0751,0.0617
,,28,29 Apr 2014,0.0717,0.0620
,,29,30 Apr 2014,0.0683,0.0623
,,30,02 May 2014,0.0659,0.0652
,May,02,05 May 2014,0.0717,0.0675
,,05,06 May 2014,0.0724,0.0680
,,06,07 May 2014,0.0739,0.0688
,,07,08 May 2014,0.0754,0.0692
,,08,09 May 2014,0.0772,0.0698
,,09,12 May 2014,0.0808,0.0711
,,12,14 May 2014,0.0846,0.0729
,,14,15 May 2014,0.0870,0.0737
,,15,16 May 2014,0.0872,0.0739
,,16,19 May 2014,0.0860,0.0742
,,19,20 May 2014,0.0855,0.0742
,,20,21 May 2014,0.0848,0.0744
,,21,22 May 2014,0.0849,0.0748
,,22,23 May 2014,0.0858,0.0756
,,23,26 May 2014,0.0837,0.0768
,,26,27 May 2014,0.0830,0.0768
,,27,28 May 2014,0.0832,0.0766
,,28,29 May 2014,0.0844,0.0771
,,29,30 May 2014,0.0853,0.0775
,,30,02 Jun 2014,0.0866,0.0785
,Jun,02,03 Jun 2014,0.0855,0.0777
,,03,04 Jun 2014,0.0839,0.0774
,,04,05 Jun 2014,0.0812,0.0769
,,05,06 Jun 2014,0.0797,0.0764
,,06,09 Jun 2014,0.0746,0.0760
,,09,10 Jun 2014,0.0734,0.0759
,,10,11 Jun 2014,0.0719,0.0757
,,11,12 Jun 2014,0.0705,0.0751
,,12,13 Jun 2014,0.0683,0.0747
,,13,16 Jun 2014,0.0625,0.0738
,,16,17 Jun 2014,0.0619,0.0737
,,17,18 Jun 2014,0.0612,0.0736
,,18,19 Jun 2014,0.0610,0.0733
,,19,20 Jun 2014,0.0613,0.0733
,,20,23 Jun 2014,0.0650,0.0753
,,23,24 Jun 2014,0.0664,0.0758
,,24,25 Jun 2014,0.0680,0.0763
,,25,26 Jun 2014,0.0713,0.0772
,,26,27 Jun 2014,0.0731,0.0774
,,27,30 Jun 2014,0.0706,0.0746
,,30,01 Jul 2014,0.0649,0.0718
,Jul,01,02 Jul 2014,0.0616,0.0715
,,02,03 Jul 2014,0.0606,0.0713
,,03,04 Jul 2014,0.0598,0.0712
,,04,07 Jul 2014,0.0608,0.0709
,,07,08 Jul 2014,0.0611,0.0710
,,08,09 Jul 2014,0.0613,0.0711
,,09,10 Jul 2014,0.0609,0.0711
,,10,11 Jul 2014,0.0613,0.0711
,,11,14 Jul 2014,0.0617,0.0707
,,14,15 Jul 2014,0.0621,0.0707
,,15,16 Jul 2014,0.0630,0.0708
,,16,17 Jul 2014,0.0647,0.0710
,,17,18 Jul 2014,0.0667,0.0714
,,18,21 Jul 2014,0.0739,0.0739
,,21,22 Jul 2014,0.0740,0.0744
,,22,23 Jul 2014,0.0716,0.0740
,,23,24 Jul 2014,0.0689,0.0733
,,24,25 Jul 2014,0.0669,0.0728
,,25,29 Jul 2014,0.0615,0.0726
,,29,30 Jul 2014,0.0605,0.0721
,,30,31 Jul 2014,0.0602,0.0719
,,31,01 Aug 2014,0.0607,0.0710
,Aug,01,04 Aug 2014,0.0636,0.0692
,,04,05 Aug 2014,0.0640,0.0685
,,05,06 Aug 2014,0.0639,0.0682
,,06,07 Aug 2014,0.0644,0.0678
,,07,08 Aug 2014,0.0646,0.0674
,,08,11 Aug 2014,0.0672,0.0669
,,11,12 Aug 2014,0.0675,0.0666
,,12,13 Aug 2014,0.0682,0.0660
,,13,14 Aug 2014,0.0686,0.0654
,,14,15 Aug 2014,0.0690,0.0648
,,15,18 Aug 2014,0.0682,0.0654
,,18,19 Aug 2014,0.0659,0.0656
,,19,20 Aug 2014,0.0635,0.0658
,,20,21 Aug 2014,0.0617,0.0662
,,21,22 Aug 2014,0.0614,0.0666
,,22,25 Aug 2014,0.0735,0.0695
,,25,26 Aug 2014,0.0742,0.0697
,,26,27 Aug 2014,0.0761,0.0706
,,27,28 Aug 2014,0.0777,0.0711
,,28,29 Aug 2014,0.0819,0.0719
,,29,01 Sep 2014,0.0932,0.0730
,Sep,01,02 Sep 2014,0.0969,0.0734
,,02,03 Sep 2014,0.0991,0.0742
,,03,04 Sep 2014,0.1002,0.0747
,,04,05 Sep 2014,0.1032,0.0759
,,05,08 Sep 2014,0.1058,0.0773
,,08,09 Sep 2014,0.1059,0.0777
,,09,10 Sep 2014,0.1059,0.0780
,,10,11 Sep 2014,0.1059,0.0783
,,11,12 Sep 2014,0.1059,0.0785
,,12,15 Sep 2014,0.1093,0.0803
,,15,16 Sep 2014,0.1098,0.0810
,,16,17 Sep 2014,0.1111,0.0818
,,17,18 Sep 2014,0.1108,0.0821
,,18,19 Sep 2014,0.1101,0.0821
,,19,22 Sep 2014,0.1086,0.0814
,,22,23 Sep 2014,0.1053,0.0809
,,23,24 Sep 2014,0.1021,0.0804
,,24,25 Sep 2014,0.0995,0.0801
,,25,26 Sep 2014,0.0997,0.0793
,,26,29 Sep 2014,0.0995,0.0812
,,29,30 Sep 2014,0.0957,0.0810
,,30,01 Oct 2014,0.0897,0.0811
,Oct,01,02 Oct 2014,0.0860,0.0813
,,02,03 Oct 2014,0.0835,0.0816
,,03,07 Oct 2014,0.0814,0.0836
,,07,08 Oct 2014,0.0808,0.0837
,,08,09 Oct 2014,0.0803,0.0839
,,09,10 Oct 2014,0.0799,0.0842
,,10,13 Oct 2014,0.0789,0.0847
,,13,14 Oct 2014,0.0781,0.0850
,,14,15 Oct 2014,0.0777,0.0854
